TARGET_ATTRIBUTE_ID,SOURCE_NAME,ATTRIBUTE_NAME,URL,MULTIPLE,VALUE,predicate_name,test,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1406,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/965,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1605,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1490,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1220,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1547,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/906,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/974,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1101,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/714,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1352,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1043,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1189,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1135,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/975,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1065,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1066,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1478,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/634,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1442,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1300,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1617,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1458,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/992,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/665,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1686,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1460,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1226,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1598,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1376,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/861,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1549,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1138,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1167,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1013,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1284,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1430,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1646,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1727,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1583,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1099,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1140,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/859,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/858,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.shopmania.in,af illuminator,http:///www.shopmania.in/1009,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.ilgs.net,auto focus af assist beam,http:///www.ilgs.net/7,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.ilgs.net,auto focus af assist beam,http:///www.ilgs.net/43,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.ilgs.net,auto focus af assist beam,http:///www.ilgs.net/47,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.ilgs.net,auto focus af assist beam,http:///www.ilgs.net/134,FALSE,no,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.ilgs.net,auto focus af assist beam,http:///www.ilgs.net/48,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.ilgs.net,auto focus af assist beam,http:///www.ilgs.net/24,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.ilgs.net,auto focus af assist beam,http:///www.ilgs.net/104,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.ilgs.net,auto focus af assist beam,http:///www.ilgs.net/142,FALSE,auto / off,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.cambuy.com.au,af assist beam,http:///www.cambuy.com.au/22,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.cambuy.com.au,af assist beam,http:///www.cambuy.com.au/99,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.cambuy.com.au,af assist beam,http:///www.cambuy.com.au/29,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.cambuy.com.au,af assist beam,http:///www.cambuy.com.au/103,FALSE,intermittent firing of built-in flash or emitted by optional dedicated speedlite,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.cambuy.com.au,af assist beam,http:///www.cambuy.com.au/136,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.cambuy.com.au,af assist beam,http:///www.cambuy.com.au/98,FALSE,yes,auto_focus_beam,,,
TARGETATTRIBUTE#1,www.cambuy.com.au,af assist lamp,http:///www.cambuy.com.au/5,FALSE,yes (on / off),auto_focus_beam,,,
TARGETATTRIBUTE#2,www.cambuy.com.au,focusarea selection,http:///www.cambuy.com.au/128,TRUE,"center, face detection",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,focusarea selection,http:///www.cambuy.com.au/26,TRUE,"center, face detection",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,focusarea selection,http:///www.cambuy.com.au/140,TRUE,"center, face detection",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/114,TRUE,contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected),auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/36,TRUE,"contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)|nikon multi-cam 1000 autofocus sensor module with ttl phase detection, 11 focus points (including one cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/49,TRUE,"contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)|nikon multi-cam 1000 autofocus sensor module with ttl phase detection, 11 focus points (including one cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/56,TRUE,"contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)|nikon multi-cam 1000 autofocus sensor module with ttl phase detection, 11 focus points (including one cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/104,TRUE,"contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)|nikon multi-cam 4800 autofocus sensor module with ttl phase detection, fine-tuning, 39 focus points (including 9 cross-type sensors; the center 33 points are available at apertures slower than f/5.6 and faster than f/8, while the center 7 focus points are available at f/8), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/14,TRUE,"contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)|nikon multi-cam 4800dx autofocus sensor module with ttl phase detection, 39 focus points (including 9 cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/91,TRUE,"contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)|nikon multi-cam 4800dx autofocus sensor module with ttl phase detection, 39 focus points (including 9 cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/60,TRUE,"contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)|nikon multi-cam 4800dx autofocus sensor module with ttl phase detection, 39 focus points (including 9 cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,focusarea selection,http:///www.cambuy.com.au/105,TRUE,"face priority, auto (9-area automatic selection), center (wide, normal), manual with 99 focus areas, subject tracking, target finding af",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,focusarea selection,http:///www.cambuy.com.au/73,TRUE,"face priority, manual with 99 focus areas, center, subject tracking, target finding af",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,focusarea selection,http:///www.cambuy.com.au/125,TRUE,"face priority, manual with 99 focus areas, center, subject tracking, target finding af",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,focusarea selection,http:///www.cambuy.com.au/152,TRUE,"face priority, manual with 99 focus areas, center, subject tracking, target finding af",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,focusarea selection,http:///www.cambuy.com.au/64,TRUE,"face priority, manual with 99 focus areas, center, subject tracking, target finding af",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/82,TRUE,"nikon multi-cam 1000 autofocus sensor module with ttl phase detection, 11 focus points (including one cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)|contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/111,TRUE,"nikon multi-cam 1000 autofocus sensor module with ttl phase detection, 11 focus points (including one cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)|contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/52,TRUE,"nikon multi-cam 1000 autofocus sensor module with ttl phase detection, 11 focus points (including one cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)|contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/54,TRUE,"nikon multi-cam 1000 autofocus sensor module with ttl phase detection, 11 focus points (including one cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)|contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/143,TRUE,"nikon multi-cam 4800 autofocus sensor module with ttl phase detection, fine-tuning, 39 focus points (including 9 cross-type sensors; the center 33 points are available at apertures slower than f/5.6 and faster than f/8, while the center 7 focus points are available at f/8), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)|contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/148,TRUE,"nikon multi-cam 4800dx autofocus sensor module with ttl phase detection, 39 focus points (including 9 cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)|contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/127,TRUE,"nikon multi-cam 4800dx autofocus sensor module with ttl phase detection, 39 focus points (including 9 cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)|contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,focusarea selection,http:///www.cambuy.com.au/144,TRUE,"target finding af, face priority, manual (spot), manual (normal), manual (wide), subject tracking",auto_focus_mode,OK,,
TARGETATTRIBUTE#2,www.cambuy.com.au,focusarea selection,http:///www.cambuy.com.au/93,TRUE,"target finding af, face priority, manual (spot), manual (normal), manual (wide), subject tracking",auto_focus_mode,OK,,
TARGETATTRIBUTE#3,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/36,TRUE,"contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)|nikon multi-cam 1000 autofocus sensor module with ttl phase detection, 11 focus points (including one cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)",auto_focus_points,focus points,,
TARGETATTRIBUTE#3,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/49,TRUE,"contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)|nikon multi-cam 1000 autofocus sensor module with ttl phase detection, 11 focus points (including one cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)",auto_focus_points,focus points,,
TARGETATTRIBUTE#3,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/56,TRUE,"contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)|nikon multi-cam 1000 autofocus sensor module with ttl phase detection, 11 focus points (including one cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)",auto_focus_points,focus points,,
TARGETATTRIBUTE#3,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/104,TRUE,"contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)|nikon multi-cam 4800 autofocus sensor module with ttl phase detection, fine-tuning, 39 focus points (including 9 cross-type sensors; the center 33 points are available at apertures slower than f/5.6 and faster than f/8, while the center 7 focus points are available at f/8), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)",auto_focus_points,focus points,,
TARGETATTRIBUTE#3,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/14,TRUE,"contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)|nikon multi-cam 4800dx autofocus sensor module with ttl phase detection, 39 focus points (including 9 cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)",auto_focus_points,focus points,,
TARGETATTRIBUTE#3,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/91,TRUE,"contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)|nikon multi-cam 4800dx autofocus sensor module with ttl phase detection, 39 focus points (including 9 cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)",auto_focus_points,focus points,,
TARGETATTRIBUTE#3,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/60,TRUE,"contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)|nikon multi-cam 4800dx autofocus sensor module with ttl phase detection, 39 focus points (including 9 cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)",auto_focus_points,focus points,,
TARGETATTRIBUTE#3,www.cambuy.com.au,focusarea selection,http:///www.cambuy.com.au/105,TRUE,"face priority, auto (9-area automatic selection), center (wide, normal), manual with 99 focus areas, subject tracking, target finding af",auto_focus_points,focus areas,,
TARGETATTRIBUTE#3,www.cambuy.com.au,focusarea selection,http:///www.cambuy.com.au/73,TRUE,"face priority, manual with 99 focus areas, center, subject tracking, target finding af",auto_focus_points,focus areas,,
TARGETATTRIBUTE#3,www.cambuy.com.au,focusarea selection,http:///www.cambuy.com.au/125,TRUE,"face priority, manual with 99 focus areas, center, subject tracking, target finding af",auto_focus_points,focus areas,,
TARGETATTRIBUTE#3,www.cambuy.com.au,focusarea selection,http:///www.cambuy.com.au/152,TRUE,"face priority, manual with 99 focus areas, center, subject tracking, target finding af",auto_focus_points,focus areas,,
TARGETATTRIBUTE#3,www.cambuy.com.au,focusarea selection,http:///www.cambuy.com.au/64,TRUE,"face priority, manual with 99 focus areas, center, subject tracking, target finding af",auto_focus_points,focus areas,,
TARGETATTRIBUTE#3,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/82,TRUE,"nikon multi-cam 1000 autofocus sensor module with ttl phase detection, 11 focus points (including one cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)|contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)",auto_focus_points,focus points,,
TARGETATTRIBUTE#3,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/111,TRUE,"nikon multi-cam 1000 autofocus sensor module with ttl phase detection, 11 focus points (including one cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)|contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)",auto_focus_points,focus points,,
TARGETATTRIBUTE#3,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/52,TRUE,"nikon multi-cam 1000 autofocus sensor module with ttl phase detection, 11 focus points (including one cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)|contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)",auto_focus_points,focus points,,
TARGETATTRIBUTE#3,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/54,TRUE,"nikon multi-cam 1000 autofocus sensor module with ttl phase detection, 11 focus points (including one cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)|contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)",auto_focus_points,focus points,,
TARGETATTRIBUTE#3,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/143,TRUE,"nikon multi-cam 4800 autofocus sensor module with ttl phase detection, fine-tuning, 39 focus points (including 9 cross-type sensors; the center 33 points are available at apertures slower than f/5.6 and faster than f/8, while the center 7 focus points are available at f/8), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)|contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)",auto_focus_points,focus points,,
TARGETATTRIBUTE#3,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/148,TRUE,"nikon multi-cam 4800dx autofocus sensor module with ttl phase detection, 39 focus points (including 9 cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)|contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)",auto_focus_points,focus points,,
TARGETATTRIBUTE#3,www.cambuy.com.au,autofocus,http:///www.cambuy.com.au/127,TRUE,"nikon multi-cam 4800dx autofocus sensor module with ttl phase detection, 39 focus points (including 9 cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.)|contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)",auto_focus_points,focus points,,
TARGETATTRIBUTE#4,www.cambuy.com.au,batteries,http:///www.cambuy.com.au/103,TRUE,1 x rechargeable li-ion battery lp-e10,battery_chemistry,li-ion,,
TARGETATTRIBUTE#4,www.eglobalcentral.co.uk,battery,http:///www.eglobalcentral.co.uk/497,TRUE,"1x en-el15 rechargeable lithium-ion battery pack, 7.0vdc, 1900mah",battery_chemistry,lithium,,
TARGETATTRIBUTE#4,www.eglobalcentral.co.uk,battery,http:///www.eglobalcentral.co.uk/720,TRUE,1x en-el23 rechargeable lithium-ion battery pack,battery_chemistry,lithium,,
TARGETATTRIBUTE#4,www.eglobalcentral.co.uk,battery,http:///www.eglobalcentral.co.uk/645,TRUE,1x en-el23 rechargeable lithium-ion battery pack,battery_chemistry,lithium,,
TARGETATTRIBUTE#4,www.eglobalcentral.co.uk,battery,http:///www.eglobalcentral.co.uk/231,TRUE,"1x nb-10l rechargeable lithium-ion battery pack, 7.4vdc, 920mah",battery_chemistry,lithium,,
TARGETATTRIBUTE#4,www.eglobalcentral.co.uk,battery,http:///www.eglobalcentral.co.uk/183,TRUE,"1x nb-12l rechargeable lithium-ion battery pack, 3.6vdc, 1910mah",battery_chemistry,lithium,,
TARGETATTRIBUTE#4,www.eglobalcentral.co.uk,battery,http:///www.eglobalcentral.co.uk/361,TRUE,"1x np-fw50 rechargeable lithium-ion battery pack, 7.7 vdc, 1080 mah",battery_chemistry,lithium,,
TARGETATTRIBUTE#4,www.eglobalcentral.co.uk,battery,http:///www.eglobalcentral.co.uk/698,TRUE,"1x np-fw50 rechargeable lithium-ion battery pack, 7.7vdc, 1080mah",battery_chemistry,lithium,,
TARGETATTRIBUTE#4,www.eglobalcentral.co.uk,battery,http:///www.eglobalcentral.co.uk/50,TRUE,"1x np-fw50 rechargeable lithium-ion battery pack, 7.7vdc, 1080mah",battery_chemistry,lithium,,
TARGETATTRIBUTE#4,www.canon-europe.com,batteries,http:///www.canon-europe.com/150,TRUE,2x size-aa alkaline or ni-mh batteries (alkalines supplied),battery_chemistry,alkaline,,
TARGETATTRIBUTE#4,www.henrys.com,battery,http:///www.henrys.com/142,TRUE,4 rechargeable en-mh2 nimh or 2 lr6/l40 (aa-size) alkaline or 2 fr6/l91 (aa-size) lithium,battery_chemistry,nimh,,
TARGETATTRIBUTE#4,www.henrys.com,battery,http:///www.henrys.com/130,TRUE,4 rechargeable en-mh2 nimh or 2 lr6/l40 (aa-size) alkaline or 2 fr6/l91 (aa-size) lithium,battery_chemistry,nimh,,
TARGETATTRIBUTE#4,www.canon-europe.com,batteries,http:///www.canon-europe.com/119,TRUE,4x aa-size alkaline batteries included,battery_chemistry,alkaline,,
